ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female
32327,ZCTA5 32327,10610,7269,3146,4123,5881,2447,847,426,541,273,3176,1962,1449,249,297,136,854,2153,3431,831,3341,1789,1425,364,1552,1387,165,76714,90019,80870,99445,100811,91392,60662,30694,1523,1658,1989,1971,1500,1515,1918,2390,2698,2522,2258,2006,2201,1681,1251,768,578,267,3647,1233,6403,2238,11992,25151,24291,23478,6746,5947,4545,1613,42,126.8,55.4,23,32.4,17161,41.2,13533,42.6
32168,ZCTA5 32168,14215,8900,2327,6573,7199,1527,931,428,770,372,5993,1327,1059,263,205,53,2447,2935,2711,807,5315,2506,1997,509,2809,2115,694,72967,86317,77406,93973,96428,123839,44334,30688,1213,1043,1108,1269,1344,1357,2223,1171,1393,1449,1800,2770,3193,3076,2366,1812,1053,1048,2151,883,4247,1730,8757,27102,26441,25771,12548,11177,9355,3913,54.9,103.7,79.6,54.8,24.9,15624,55.3,15064,54.5
90712,ZCTA5 90712,9997,7705,3259,4446,5858,2659,1317,411,530,189,2462,1890,2126,800,332,95,797,2017,3385,1506,2292,1290,1048,242,1002,736,266,119246,132914,143098,130250,148932,158799,79813,30672,2023,2084,1887,1765,1858,1960,2378,2442,2297,1888,2140,1891,1839,1482,1055,782,522,379,3971,941,6935,2682,12700,24309,23737,22525,6059,5243,4220,1683,37.6,100.7,57.2,21.6,35.5,15390,36.5,15282,39.4
84078,ZCTA5 84078,9917,7253,4087,3166,5720,3201,975,576,558,310,2823,1497,1413,631,563,326,1187,2276,2892,898,2664,1190,966,224,1474,1237,237,71230,87492,85774,90333,92808,95371,57055,30669,2506,3127,2762,2597,1871,1804,2137,2604,1911,1778,1365,1609,1271,1176,880,522,420,329,5889,1767,10162,2701,12924,21732,20507,19348,4598,4095,3327,1271,32,102,78.5,19.4,59.2,15487,31.8,15182,32.2
03079,ZCTA5 03079,12573,8547,2934,5613,6902,2157,1338,620,307,157,4299,2034,1552,216,200,246,1126,1874,4070,1477,4026,2095,1754,341,1931,1277,654,101339,127632,133347,124028,142692,152530,66731,30646,1187,1429,1585,1390,1647,2222,2434,2045,1528,1851,2341,2626,2295,1749,1842,1031,719,725,3014,985,5186,2052,11266,26201,25460,24851,8361,7449,6066,2475,44.5,103,58,31.3,26.7,15546,40.8,15100,47.3
30549,ZCTA5 30549,9950,7994,3539,4455,6691,2917,936,453,367,169,3357,1560,1960,626,344,147,1124,2181,3410,1279,1956,1107,949,158,849,598,251,88951,105336,107817,100368,116138,122061,48208,30643,1771,1747,2956,2302,1756,1613,1811,2511,1841,2480,1745,1830,2034,1369,1091,1148,328,310,4703,1579,8053,2479,11834,23635,22590,21428,6280,5525,4246,1786,38.3,107.6,67,23.1,43.9,15884,36.8,14759,38.9
11572,ZCTA5 11572,10460,8130,3298,4832,7018,2870,764,240,348,188,3173,1726,2155,656,290,130,838,2075,3374,1843,2330,1523,1321,202,807,680,127,144419,163846,181912,144375,169500,196935,107885,30627,1475,1672,2258,1852,1769,1463,1470,1640,1899,1786,2632,2178,2027,2156,1698,947,761,944,3930,1356,6761,2265,10093,24976,23866,23109,8533,7730,6506,2652,44.5,111.6,76.4,37.5,38.9,16150,41.5,14477,47.2
85743,ZCTA5 85743,12149,8668,2889,5779,7338,2194,817,376,513,319,4713,1429,1563,629,282,52,2036,2540,3193,899,3481,1698,1247,451,1783,1413,370,89484,106024,115993,91096,109250,129459,70688,30627,1054,1843,2172,1672,1604,1220,1940,1752,1487,1498,1922,2529,2709,2631,1648,1527,840,579,4015,1126,6195,2150,9675,25224,24432,23562,9934,9115,7225,2946,47.4,100.1,78,42,36,15324,46.9,15303,47.6
49525,ZCTA5 49525,12330,8824,3424,5400,7205,2404,1379,880,240,140,4338,2062,1738,473,145,68,1247,2595,3694,1288,3506,2284,1837,447,1222,992,230,87969,105081,92403,115750,121783,116563,57192,30627,1820,1791,2023,1977,1939,1908,2190,2546,1511,1387,1759,2516,1864,1991,1372,889,755,389,3814,1178,6812,2738,12071,24631,23815,22686,7260,6390,5396,2033,38.3,95.5,66.3,29.3,37,14965,37.4,15662,39.2
98466,ZCTA5 98466,12374,7632,3441,4191,5421,2605,1391,457,820,379,3382,1642,1642,686,231,49,861,2167,3789,815,4742,2533,1833,700,2209,1686,523,94598,118479,123003,114978,141897,162639,83248,30622,1368,2190,2034,1946,2316,1752,2048,2453,2265,1726,1971,1354,2169,1642,1095,1085,565,643,4224,1475,7067,2787,12780,24491,23555,22741,7199,6180,5030,2293,38.5,93,65.3,27.2,38.1,14759,38.2,15863,38.9
68601,ZCTA5 68601,12025,7778,3389,4389,5950,2213,1265,831,563,345,3998,1190,1369,856,144,221,1202,2126,3312,1138,4247,2106,1980,126,2141,1852,289,70697,90870,83794,94308,100586,116465,47768,30619,1949,2340,2340,2166,1825,1640,1619,2206,1960,1566,1573,1962,2019,1729,1401,910,613,801,4680,1370,7999,2621,11416,23597,22620,21676,7473,6598,5454,2324,38.8,100.4,78.4,31.8,46.6,15342,39.1,15277,38.4
15102,ZCTA5 15102,13512,8603,3284,5319,7550,2837,725,297,328,150,4326,2129,1562,446,98,42,1354,1891,4370,988,4909,2570,2352,218,2339,2122,217,106851,133250,145293,128082,138250,157726,74063,30589,1500,1629,1470,1654,957,1572,1791,1921,1614,2069,2194,2329,2443,2025,2558,1182,671,1010,3099,1165,5764,1446,9509,25662,24825,24269,9889,9004,7446,2863,48.4,96.5,76,42.8,33.2,15024,49.2,15565,47.6
10036,ZCTA5 10036,18886,4922,1484,3438,3394,805,1021,456,507,223,3558,957,312,88,7,0,747,1445,2447,283,13964,5248,4528,720,8716,7050,1666,100225,135122,105417,153922,205560,"250,000+",-,30589,551,649,585,541,2485,3775,4198,2624,2377,2566,1927,1813,1596,1544,1330,904,526,598,1234,334,2119,2692,16000,28763,28470,28046,6498,5871,4902,2028,39.7,130.9,29.8,20.8,9,17339,40.3,13250,38
33510,ZCTA5 33510,11337,7752,2867,4885,4664,1570,2221,1047,867,250,3516,2199,1105,560,232,140,809,3097,2882,964,3585,1783,1367,416,1802,1447,355,71057,76766,60066,90286,103333,105978,54707,30585,1357,2262,2047,1563,1752,2490,2345,2736,2027,1523,1888,1971,1994,1411,1521,743,466,489,4309,1003,6669,2312,12913,24495,23916,23097,6624,5769,4630,1698,37.4,98.6,58.6,24,34.6,15188,37.5,15397,37.3
98037,ZCTA5 98037,11660,7623,3087,4536,5696,2472,1251,221,676,394,3374,1870,1411,654,109,205,997,2077,3371,1178,4037,1947,1613,334,2090,1282,808,104357,122826,129153,120221,141176,148913,71250,30574,1863,1717,1845,1293,1899,2119,2350,2662,1952,1798,2493,1884,1950,1837,1041,808,599,464,3562,839,6264,2353,12275,24836,24310,23580,6699,5764,4749,1871,39,97.9,56.3,24.3,32,15122,39.3,15452,38.6
98271,ZCTA5 98271,11114,8131,3174,4957,5996,2195,1501,766,634,213,3753,1878,1350,655,281,214,1344,2374,3341,1072,2983,1434,1148,286,1549,1054,495,97547,106995,103500,112102,122578,121188,58227,30561,2005,1918,2070,1591,1661,1790,2276,2351,2072,1479,1926,2145,2260,1971,1416,857,388,385,3988,841,6834,2411,11741,24313,23727,22557,7277,6386,5017,1630,39.3,97.9,63.3,26.8,36.5,15120,39.1,15441,39.3
06111,ZCTA5 06111,12754,8269,2861,5408,5807,2152,1605,557,857,152,4314,1587,1595,589,120,64,1255,2125,3573,1316,4485,2636,2300,336,1849,1350,499,98585,120496,116891,122228,133750,153958,83958,30551,1298,1312,1594,1527,1745,2343,1750,1752,1884,1859,2255,2378,2372,1923,1691,1009,903,956,2906,1030,5234,2242,11001,26010,25317,24674,8854,7993,6482,2868,45.2,89.8,62.2,34.4,27.8,14452,42.7,16099,47.4
08075,ZCTA5 08075,11470,7974,3342,4632,5680,2397,1472,616,822,329,3416,1770,1734,764,93,197,964,2162,3552,1296,3496,1895,1684,211,1601,1177,424,94576,106348,104008,109128,131197,132477,59383,30550,1673,2155,1964,1898,2164,1667,1605,2147,2294,1471,2358,2248,2033,1272,1481,994,642,484,4119,1188,6980,2874,11775,24454,23570,22474,6906,5838,4873,2120,40,97.3,63.4,26.1,37.3,15063,38.3,15487,41.2
19713,ZCTA5 19713,12143,6953,2869,4084,4556,1625,1599,844,798,400,3047,1530,1378,584,218,196,788,2166,2956,1043,5190,3277,2980,297,1913,1449,464,72850,89050,66530,105278,100500,82554,60298,30549,1667,1426,2126,1589,1977,2205,2977,2036,2215,1166,1626,2407,1876,1491,1386,770,871,738,3552,927,6146,2639,12999,25115,24403,23398,7132,6413,5256,2379,38.2,88.6,59.5,27.5,32.1,14347,35.2,16202,40.4
37214,ZCTA5 37214,14663,7107,2768,4339,5312,1846,1165,665,630,257,3480,1933,996,471,123,104,553,1749,3747,1058,7556,3947,3407,540,3609,2873,736,71969,90865,95263,90019,106518,127063,64688,30547,1693,1398,1315,1124,2105,2932,3108,2632,1834,2207,2391,1884,1655,1552,1225,786,359,347,2713,845,5251,2384,13735,25709,25296,24796,5924,5147,4269,1492,37.8,101.6,45.3,20.3,25,15398,36.9,15149,38.8
06811,ZCTA5 06811,11678,8062,2441,5621,6259,1813,1229,420,574,208,4380,1609,1428,229,313,103,1134,2010,3652,1266,3616,1953,1791,162,1663,1264,399,107519,126804,132455,124524,140983,153707,83942,30526,1091,985,1426,1973,2435,1428,2345,1741,1492,1955,1922,2466,2578,2148,1669,1550,758,564,2411,994,4496,3414,11414,26774,26030,24264,9267,8184,6689,2872,46.3,95.5,57.8,34.6,23.2,14909,43.9,15617,47.3
93101,ZCTA5 93101,12758,5686,2607,3079,3482,1188,1349,822,855,597,2614,1229,974,504,233,132,447,1926,2456,857,7072,3454,2479,975,3618,2393,1225,79868,90093,59795,121222,134082,95417,50079,30496,1662,1528,1583,2019,3151,3557,2708,1920,1714,1682,2042,1628,1354,1192,1253,540,368,595,3111,1011,5784,4159,15069,25287,24712,23243,5302,4693,3948,1503,32.9,104.3,46.9,19,27.9,15572,32.6,14924,33.2
38135,ZCTA5 38135,10925,8200,3018,5182,6521,2376,1338,478,341,164,3998,1800,1386,469,214,333,1076,2045,3888,1191,2725,1599,1350,249,1126,862,264,92458,107480,117591,102417,121931,139688,63558,30490,1710,1603,2234,2182,1362,2006,1838,1675,2093,1800,2399,2355,2481,1880,1457,822,228,365,3837,1333,6880,2211,11156,24609,23610,22491,7233,6198,4752,1415,41.4,95.2,61.7,25.2,36.5,14869,38.7,15621,43.4
60174,ZCTA5 60174,12524,8236,3450,4786,6541,2467,1177,711,518,272,4106,2107,1226,544,172,81,875,2404,4056,901,4288,2443,1820,623,1845,1437,408,102408,128043,125658,133850,151775,153962,72386,30481,1342,1433,1963,1808,2183,2201,1710,2070,1655,1759,2317,2024,2620,2057,1322,899,563,555,3396,1228,5966,2763,11627,25186,24515,23620,8016,6875,5396,2017,41.6,101.1,59.4,28.2,31.2,15324,38.9,15157,43.8
01757,ZCTA5 01757,11410,7876,3270,4606,5848,2395,1379,675,649,200,3151,2238,1591,622,120,154,969,1790,3545,1572,3534,1625,1338,287,1909,1371,538,92951,108188,100459,114833,121774,120375,69292,30473,1776,2022,1565,1836,1533,2029,2421,2420,2128,1477,1998,2047,1657,1474,1812,1070,642,566,3587,930,6293,2439,12367,24808,24180,22923,7221,6542,5564,2278,39.1,114.3,63.7,29.9,33.8,16250,36.7,14223,42.4
90601,ZCTA5 90601,10789,7610,2458,5152,5440,1697,1574,431,596,330,3373,1576,1500,632,297,232,1351,2077,3053,1129,3179,1781,1483,298,1398,1070,328,102267,112716,104250,113795,128179,141875,74521,30472,1518,1610,1723,1685,1954,1758,2110,2450,1871,1866,2016,2391,2057,1662,1493,775,810,723,3333,872,5723,2767,11828,25316,24749,23430,7520,6782,5463,2308,40.8,93.5,58,28.3,29.7,14722,40.4,15750,41.8
55347,ZCTA5 55347,11875,8731,4143,4588,7655,3498,649,388,427,257,3849,1857,1958,761,198,108,709,1869,4891,1262,3144,1984,1782,202,1160,853,307,152850,195598,220593,161290,208208,241651,90662,30467,1665,2014,2408,2018,872,1207,1669,2065,2242,2119,2478,2851,2551,1902,1111,525,527,243,4422,1467,7554,1423,10073,23902,22913,22176,6859,6155,4308,1295,43,95.7,63.8,23.2,40.6,14895,42.8,15572,43.4
60714,ZCTA5 60714,11328,7826,2942,4884,6243,2637,949,157,634,148,2935,1910,1628,942,184,227,1156,1667,3474,1529,3502,2258,1982,276,1244,1149,95,78868,97675,95860,99599,103725,97330,71581,30463,1407,1626,1287,1554,1516,1478,1610,1782,2135,1408,2312,2372,2035,2492,1280,1206,1008,1955,2913,1116,5436,1954,10075,25641,25027,24361,9976,9127,7941,4169,47.7,97.2,78.3,46.5,31.8,15018,44.5,15445,51.4
21015,ZCTA5 21015,11169,8746,3927,4819,7158,3234,1050,399,538,294,3604,1987,2036,804,294,21,947,2120,4310,1369,2423,1576,1454,122,847,662,185,137219,160573,181458,141698,181218,203735,72342,30451,1306,2202,2806,2165,1674,1265,1488,2155,1995,2112,2287,2293,2170,1335,1337,785,569,507,5008,1271,7585,2568,10742,23851,22866,21661,6703,5896,4533,1861,40.3,94.3,66.1,24.7,41.4,14781,38.4,15670,42.2
78729,ZCTA5 78729,14783,7347,3345,4002,5356,2331,1230,727,761,287,3964,1848,1119,345,62,9,573,2121,4299,354,7436,3336,2679,657,4100,3125,975,81589,105804,121838,91350,140608,158679,50676,30440,1571,1506,1462,1362,2269,3606,3372,3302,2473,2254,1796,1512,1330,1082,777,355,200,211,2968,925,5464,2706,16384,25589,24976,24347,3955,3442,2625,766,35.1,111.6,36.2,11.7,24.4,16054,33.8,14386,36
79720,ZCTA5 79720,11328,7057,3314,3743,4986,2127,1238,668,833,519,3040,1587,1466,797,157,10,1024,2790,2492,751,4271,1871,1718,153,2400,2138,262,71194,86228,96728,78530,107556,120947,33171,30432,1758,1912,1583,2210,1732,2188,2358,2419,2334,1894,2317,1714,1885,1463,1025,717,466,457,3495,1114,6367,2828,13241,24729,24065,22589,6013,5236,4128,1640,37.9,127,52.6,20.7,31.9,17024,38.1,13408,37.6
19130,ZCTA5 19130,16578,5947,1817,4130,4988,1435,600,195,359,187,3830,1371,540,109,73,24,546,1175,3943,283,10631,6423,4768,1655,4208,2729,1479,110436,179042,191083,174965,196056,216576,41974,30424,1463,546,556,659,2168,5867,5142,2867,1564,1206,1028,1758,1201,1529,1051,1060,312,447,1102,457,3022,2370,18267,27555,27402,27084,5600,5108,4399,1819,33.7,90.4,32.3,19.1,13.1,14441,33.8,15983,33.7
30309,ZCTA5 30309,18865,5245,1182,4063,4508,885,426,206,311,91,3958,618,535,108,26,0,227,1521,3196,301,13620,6251,5137,1114,7369,5421,1948,111894,180783,187153,180009,193889,229432,-,30413,475,654,550,776,3929,5407,4187,2520,2049,1522,1730,1504,2246,1317,755,505,186,101,1204,387,2066,4318,18868,28628,28347,27594,5110,4086,2864,792,33.8,119.4,19.3,11.2,8.1,16552,34,13861,33.3
95363,ZCTA5 95363,8127,6902,3697,3205,5193,2864,1035,553,674,280,1539,1469,1729,1136,711,318,782,2080,2568,1472,1225,504,450,54,721,503,218,99321,101343,102461,92765,107363,105233,53675,30407,2546,2088,3038,2643,2190,1827,1597,2568,2230,2167,1656,1373,1473,974,827,431,331,448,5126,1650,9322,3183,13055,22218,21085,19492,4484,3882,3011,1210,32.5,105.9,68.2,16.7,51.6,15640,31.7,14767,33.4
11361,ZCTA5 11361,11229,7724,2684,5040,5795,2057,1249,425,680,202,2978,2310,1630,443,231,132,937,2229,3181,1377,3505,2221,1785,436,1284,968,316,108391,122245,149146,117989,132860,172934,106475,30402,2193,1554,1551,1160,1385,2236,2243,1783,1941,2055,2022,2374,2047,2034,1278,774,662,1110,3105,802,6100,1743,10748,24855,24302,23803,7905,7002,5858,2546,42.9,85.1,64.8,31.8,33.1,13974,41.8,16428,43.9
33026,ZCTA5 33026,12082,8153,3286,4867,6063,2379,1491,538,599,369,3776,1861,1853,452,183,28,1107,2196,3456,1394,3929,2901,2456,445,1028,752,276,87149,105405,114471,102646,123969,145545,64975,30400,1500,1456,2093,1296,1444,1123,1750,1789,2689,1739,2271,2449,2380,1976,1830,1313,642,660,3549,781,5830,1959,10091,25170,24570,23766,8801,7537,6421,2615,45.2,85.8,67.5,35.4,32.1,14036,43.7,16364,47.8
60538,ZCTA5 60538,10138,7612,3969,3643,5946,3242,1035,415,631,312,2084,1721,2076,1321,260,150,637,1831,3149,1995,2526,1360,1226,134,1166,842,324,92064,97078,97215,95647,111983,110213,64764,30395,1908,2038,2543,2919,2338,1253,1913,2258,3240,2047,1701,1644,1041,1297,897,614,416,328,4581,2020,8509,3237,13921,23298,21886,20266,4593,4296,3552,1358,35.6,110.6,65.8,19.4,46.4,15960,33.1,14435,38.3
48152,ZCTA5 48152,12493,7751,2672,5079,6414,2019,1079,501,258,152,3934,1707,1391,493,156,70,1464,2001,3150,1136,4742,2406,2110,296,2336,1934,402,89019,123118,124410,122168,134280,148887,56658,30394,1412,1272,1699,1628,1410,1835,1922,1529,1439,1785,2240,2247,2420,2522,2295,1201,828,710,2971,1079,5462,1959,9763,25603,24932,24062,9976,9093,7556,2739,48.3,101.3,74.9,43.5,31.4,15295,46.8,15099,49.6
80922,ZCTA5 80922,11215,8281,3614,4667,6568,2786,1183,573,530,255,3740,1573,1883,718,275,92,563,2360,4199,1159,2934,1544,1244,300,1390,919,471,107457,110043,99457,113595,122005,118574,61831,30388,2199,2139,2441,1589,2121,3061,2790,2372,1949,1876,1949,1672,1383,1074,709,511,442,111,4580,1059,7838,2651,13882,23186,22550,21867,4230,3609,2847,1064,33.3,102.5,54.2,14.4,39.8,15384,32.1,15004,34.3
53217,ZCTA5 53217,11687,8109,3902,4207,7027,3263,740,466,342,173,3568,1882,1618,777,197,67,1033,2262,4050,764,3578,2224,1839,385,1354,1104,250,132044,162144,166838,160446,177247,187163,56786,30381,2064,2360,2300,1920,1034,1279,1774,2150,2277,1964,1744,2127,1821,1731,1878,793,553,612,4660,1387,8111,1567,10434,23174,22270,21404,7388,6604,5567,1958,40.7,88.2,81.9,33.3,48.6,14235,40.8,16146,40.6
59602,ZCTA5 59602,11398,7859,3307,4552,6496,2479,794,454,569,374,3785,1765,1334,674,215,86,1043,2015,4032,769,3539,1616,1214,402,1923,1397,526,87841,106194,105335,106879,114375,124083,55814,30379,1858,2185,2089,1828,1215,1575,1942,2603,1804,1578,1951,2327,1875,1979,1511,1140,570,349,4274,1185,7317,1858,10967,23915,23062,22082,7424,6746,5549,2059,39.9,99.7,73.5,31.7,41.8,15170,39.9,15209,39.8
06066,ZCTA5 06066,13497,7440,2768,4672,5260,1767,1749,836,431,165,4045,1682,1073,353,254,33,1046,2356,3300,738,6057,2817,2332,485,3240,2159,1081,80766,107939,87105,113750,124327,125687,55895,30377,1516,1369,1289,1543,1741,2889,2763,1797,1654,1881,1655,2290,2452,1900,1456,873,678,631,2658,939,5113,2345,12387,25785,25264,24300,7990,7005,5538,2182,41.1,97.8,54,28.1,25.9,15022,36.6,15355,45.1
84070,ZCTA5 84070,11391,7213,3828,3385,5106,2568,1443,749,664,511,2863,1883,1382,679,217,189,727,2162,3376,948,4178,2367,1965,402,1811,1343,468,79414,93848,95401,90182,104784,114861,58320,30348,2320,2882,2085,1725,2264,2889,2373,2678,2191,1246,1611,1345,1333,1194,878,542,261,531,4967,1213,8500,2776,14120,22615,21848,20979,4739,4223,3406,1334,32.1,95.8,64.6,18.5,46.1,14847,29.9,15501,34
20721,ZCTA5 20721,11019,8467,2685,5782,6364,2012,1450,300,653,373,3580,1999,2038,613,144,93,960,2011,4079,1417,2552,1585,1467,118,967,834,133,167689,185890,186641,185317,197789,237802,148472,30342,1458,1300,1643,1406,1468,1220,1479,1948,2023,1869,2574,2781,2627,2011,1612,1379,752,792,2943,945,5346,1929,9544,25624,24996,24370,9173,8037,6546,2923,48.1,89.9,64.5,35.5,29,14360,46.4,15982,50
02453,ZCTA5 02453,12684,6099,2282,3817,4749,1630,1047,521,303,131,3176,1535,821,362,94,111,509,1364,3526,700,6585,3623,2381,1242,2962,2036,926,114029,133147,123645,136440,154020,142961,89306,30314,1477,1016,958,2255,3499,2876,3660,2253,1747,1547,1524,1858,1431,1633,894,915,456,315,1974,573,4024,5181,16290,26798,26290,23717,5644,5091,4213,1686,34.1,99.3,37.3,19.1,18.2,15105,33.3,15209,35.1
60631,ZCTA5 60631,12144,7919,3430,4489,6443,3039,1044,239,432,152,3382,1693,1879,742,212,11,1072,1621,4490,736,4225,2524,2194,330,1701,1488,213,117688,152919,175240,123958,164319,178882,88077,30308,2114,2270,1649,1397,1282,1194,1638,2856,1520,1759,2579,2251,1868,1739,1274,739,677,1502,3919,899,6932,1780,9887,24056,23376,22607,7799,6943,5931,2918,42.5,94.1,73.7,34,39.7,14697,39.8,15611,45.6
33919,ZCTA5 33919,14987,8190,1735,6455,6768,1155,1040,382,382,198,5918,1112,1014,138,6,2,2708,2152,2930,400,6797,4105,3729,376,2692,2030,662,73336,98486,104521,88793,104884,139146,56855,30300,860,953,895,1433,635,1684,1033,1698,1430,1489,1617,1939,2825,2612,3098,2221,1841,2037,1848,564,3272,1504,7913,27424,27028,26020,14634,13362,11809,6099,59.1,83.8,99.1,77.6,21.5,13818,58,16482,59.7
75009,ZCTA5 75009,9377,8275,5096,3179,7583,4664,592,398,100,34,2340,1977,2314,1350,291,3,293,2717,4085,1180,1102,543,274,269,559,413,146,166064,170313,177355,160241,175286,188766,133771,30257,1586,2483,2503,2947,1006,1475,1952,2974,2438,1697,2198,1533,1191,1665,1602,472,411,124,4986,1975,8547,1978,12792,22835,21710,20254,5465,4605,4274,1007,37.6,100.8,73.5,24.5,49,15188,38,15069,37.4
95134,ZCTA5 95134,13761,7459,2559,4900,6073,2082,807,348,579,129,4263,1724,1160,105,174,33,105,2588,4044,722,6302,2013,1176,837,4289,2816,1473,196847,194784,231125,186111,221142,237076,87272,30255,2067,913,756,642,1930,7031,6863,3530,1389,1103,942,1322,698,286,369,200,173,41,1669,384,4120,2188,21385,26438,26135,25710,1767,1477,1069,414,31.1,116.9,20.7,4.3,16.4,16304,31.4,13951,30.8
97068,ZCTA5 97068,11033,8487,3864,4623,7373,3249,930,505,184,110,3741,1820,2021,611,206,88,1313,2835,3487,852,2546,1508,1285,223,1038,840,198,145877,177446,181644,164458,181732,202232,72212,30254,1455,2306,2371,2137,1007,1135,1128,1814,2303,2308,1759,2472,2282,1546,1749,1231,587,664,4677,1448,7580,1696,9524,23731,22674,21692,8059,7290,5777,2482,43.7,96.8,79,34.2,44.9,14884,42.7,15370,45
48309,ZCTA5 48309,11121,7908,3294,4614,6795,2881,709,229,404,184,3542,1687,1873,609,140,57,988,2391,3529,1000,3213,1815,1643,172,1398,1276,122,117788,143214,156389,131184,154882,167882,96815,30254,1411,1641,2090,2722,2111,1120,1438,1667,1969,2223,2042,1824,2041,1847,1504,995,755,854,3731,1263,6405,3570,11027,24687,23849,21849,7996,7070,5955,2604,42.8,96.6,69.1,33.3,35.8,14867,41.1,15387,43.6
60181,ZCTA5 60181,11460,7472,3158,4314,5834,2543,992,401,646,214,2964,1905,1483,696,215,209,806,2113,3347,1206,3988,2233,1779,454,1755,1313,442,90375,110479,95250,118152,121848,119180,66848,30247,1924,1681,1851,1435,2438,2586,2322,2508,1979,1634,1759,1858,1665,1515,1204,863,519,506,3532,819,6275,3054,13268,24529,23972,22975,6272,5682,4607,1888,36.5,97.9,56.2,23.8,32.4,14962,36.3,15285,37.1
60035,ZCTA5 60035,11765,8527,3587,4940,7819,3270,430,214,278,103,4083,1629,1877,821,89,28,1044,2211,4396,876,3238,2178,2049,129,1060,830,230,161811,212863,238466,197632,229219,"250,000+",106625,30236,2036,2265,1937,1651,1023,736,1420,1861,1752,1671,2153,1886,2401,2097,2133,1210,1061,943,4202,1076,7314,1598,8443,23658,22922,22140,9845,8787,7444,3214,46,92.3,95.3,48.1,47.3,14510,44.9,15726,47.5
11763,ZCTA5 11763,9602,7039,3026,4013,5549,2425,1067,426,423,175,2519,1671,1781,594,291,183,1013,1382,2905,1739,2563,1454,1181,273,1109,608,501,119286,130425,118551,137726,140485,132917,83220,30235,1404,2234,2089,1915,1635,2392,2111,1658,1959,1592,1877,2057,1954,1706,1271,1223,511,647,4323,1389,7116,2161,11670,24269,23119,22353,7312,6339,5358,2381,39.2,95.4,70.2,30.2,40.1,14763,39.6,15472,38
01020,ZCTA5 01020,13578,8160,3043,5117,4974,1519,2240,1058,946,466,4019,2534,1056,379,155,17,1197,2840,3207,916,5418,2644,2389,255,2774,2340,434,70971,85475,77083,87100,106699,104495,45455,30230,1080,1428,1428,2240,1722,1699,1922,2151,1617,1950,1437,2263,2833,2675,1334,1082,686,683,2856,1351,5287,2611,11351,26047,24943,23593,9293,8418,6460,2451,43.8,97.3,63.6,35,28.6,14906,43.8,15324,44.6
34219,ZCTA5 34219,11155,8891,2803,6088,7971,2461,609,216,311,126,5017,1688,1479,534,155,18,1959,2316,3656,960,2264,1198,994,204,1066,646,420,104258,118742,130486,106049,121702,147234,72227,30220,1121,1560,1861,1717,1391,1118,1655,2309,1859,2120,2157,1710,1874,2551,2253,1558,1000,406,3421,1156,5698,1952,10049,25222,24522,23676,9642,8779,7768,2964,46.1,107.4,80.4,46.4,34,15650,44.7,14570,47.4
11803,ZCTA5 11803,10324,8378,3521,4857,7516,3231,618,223,244,67,3155,1872,2525,510,191,125,1120,1745,3862,1651,1946,1403,1314,89,543,455,88,184410,218657,"250,000+",190792,234926,"250,000+",134643,30219,1315,2042,2127,1769,1672,1024,1179,1822,1875,1893,2039,2420,1986,2668,1504,1295,533,1056,4169,1189,6673,2252,9341,24383,23546,22682,9042,8328,7056,2884,45.8,95.5,83.3,42.8,40.5,14759,44.4,15460,47.2
89511,ZCTA5 89511,12771,8527,2782,5745,7106,2107,839,332,582,343,4964,1533,1344,420,228,38,1759,2479,3480,809,4244,1839,1432,407,2405,1711,694,117287,145381,154884,141545,164291,199432,77361,30214,1168,1687,1420,1466,1401,1655,1765,2143,1959,1562,1900,2051,2614,2275,2190,1318,668,972,3107,1260,5535,1607,10389,25644,24679,24234,10037,8915,7423,2958,45.8,102.6,75.1,43,32.1,15299,46.4,14915,45.1
