ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female,ZCTA5,latitude,longitude,area_land_meters,area_water_meters,area_land_sqmi,area_water_sqmi,wealth_score,population_score,children_score,area_score,composite_score,grade,Cluster_A_5mi,Cluster_A_10mi,Cluster_AB_5mi,Cluster_AB_10mi,Cluster_ABC_5mi,Cluster_ABC_10mi,Cluster_BC_5mi,Cluster_BC_10mi
20132,ZCTA5 20132,6058,5125,2417,2708,4547,2180,447,192,131,45,2062,1100,1132,575,174,82,283,1517,2628,697,933,536,437,99,397,329,68,180663.0,193506,210186,182976,204750,218986,84631,19241,1486,1373,1565,1633,1039,805,898,999,1357,1439,1602,1571,1254,826,536,307,329,222,2938,1129,5553,1543,6731,14414,13688,12992,3474,2960,2220,858,38.6,95.0,67.8,19.4,48.4,9373,40.3,9868,36.9,20132,39.16721,-77.72057,214739469.0,1938831.0,82.911,0.749,0.6147880242448487,0.07263465710782,0.1030584523705196,0.9827544622075964,0.4080334449495564,A,,,,,,,,
23325,ZCTA5 23325,7645,5313,2262,3051,3275,1082,1431,781,607,399,2698,1178,756,529,98,54,630,2174,1979,530,2332,1320,1177,143,1012,725,287,73666.0,75781,59828,91132,98484,82253,44409,19236,1161,1112,1174,786,1671,1790,2101,1310,1205,620,902,917,1329,954,666,559,606,373,2286,567,4014,1890,8863,15609,15222,14621,4487,3773,3158,1538,34.6,93.7,59.4,26.2,33.3,9307,34.8,9929,34.1,23325,36.814548,-76.238429,9896022.0,1266208.0,3.821,0.489,0.0203503391723195,0.072595352639688,0.0962667601437209,0.9992418192252714,0.2004079901651564,F,,,,,,,,
99338,ZCTA5 99338,6637,5326,2413,2913,4494,1942,533,275,299,196,2720,844,921,420,281,140,730,1721,2247,628,1311,638,531,107,673,438,235,116002.0,138143,160179,121321,151250,170444,49961,19235,1257,1474,1458,1863,928,594,951,1318,1759,1386,830,1127,1151,1208,915,493,318,205,2932,1284,5473,1507,7413,14558,13762,13003,4290,3796,3139,1016,39.2,105.6,81.1,29.5,51.5,9881,38.4,9354,39.9,99338,46.147939,-119.273562,172126120.0,0.0,66.458,0.0,0.255554259237654,0.0725874917460616,0.102883182893699,0.9861843077634418,0.2827540901150172,C,,,,,,"A,B,C_10mi_C113",,"B,C_10mi_C119"
96161,ZCTA5 96161,7655,5195,2336,2859,4692,1973,274,188,229,175,2678,1128,942,414,29,4,870,1322,2574,429,2460,1173,889,284,1287,962,325,128535.0,162122,180948,142423,169247,183393,71750,19231,1252,1106,1144,864,687,867,1199,1746,1219,1464,1397,1308,1690,1217,957,719,219,176,2250,613,4115,938,6582,15519,15116,14626,4978,4026,3288,1114,43.4,106.6,62.6,27.8,34.8,9924,44.6,9307,41.0,96161,39.313089,-120.207783,470961608.0,3950247.0,181.839,1.525,0.3251831974977361,0.0725560481715561,0.0995092454649023,0.9621316115938076,0.3024978441370607,B,,,,,,,,
48334,ZCTA5 48334,8098,4886,2122,2764,3794,1511,747,454,345,157,1983,1220,1249,357,68,9,585,1260,2333,708,3212,1709,1432,277,1503,1284,219,98937.0,130965,131063,130735,145413,159256,63586,19218,1302,875,982,1069,1391,1396,1040,846,1329,1334,1195,1105,1190,1185,1230,622,423,704,1857,662,3821,1798,7071,15849,15397,14805,5354,4883,4164,1749,42.3,98.2,71.1,37.1,34.0,9522,40.6,9696,44.0,48334,42.504694,-83.349204,23271044.0,35751.0,8.985,0.014,0.1607471235631705,0.0724538565544131,0.0901323284549995,0.998165315095302,0.2475167603587874,D,,,,,,,,
23692,ZCTA5 23692,7525,5698,2192,3506,4682,1541,686,378,330,273,2805,1417,1026,323,113,14,985,1708,2139,866,1827,1042,964,78,785,538,247,106668.0,120714,113304,127921,132098,131453,70932,19208,975,1266,993,1189,888,590,1525,1011,1470,874,1265,1323,1620,1165,1130,832,544,548,2259,892,4126,1185,6673,15704,15082,14661,5839,5055,4219,1924,43.8,87.4,76.8,38.8,38.0,8957,44.0,10251,43.6,23692,37.192438,-76.463582,59145564.0,24012559.0,22.836,9.271,0.2036978394084346,0.0723752476181492,0.0931995442993602,0.9952778908690812,0.2630208402367522,C,,,,,"A,B,C_5mi_C109","A,B,C_10mi_C73","B,C_5mi_C79","B,C_10mi_C54"
34984,ZCTA5 34984,6743,5343,1563,3780,4089,1055,802,349,452,159,2929,1129,751,155,342,37,1253,1502,2171,417,1400,724,612,112,676,526,150,79766.0,82813,75613,90949,89752,88484,65481,19207,972,1376,1139,837,849,1025,1355,820,1402,937,1382,1279,1463,1278,1021,1051,785,236,2515,499,3986,1187,6288,15570,15221,14651,5834,5272,4371,2072,44.0,103.3,77.0,40.3,36.7,9760,43.6,9447,45.5,34984,27.249005,-80.330553,25340543.0,591680.0,9.784,0.228,0.054239792885437,0.0723673867245228,0.065638419069319,0.9979987529729464,0.2028487435215451,F,,,,,,,,
41001,ZCTA5 41001,7067,5373,2314,3059,4512,1962,566,260,295,92,2272,871,1257,556,336,81,652,1273,2407,1041,1694,1018,928,90,676,535,141,102468.0,119361,135474,109868,137056,143953,63775,19206,1397,1294,1259,1378,779,989,1275,1226,1369,1262,1123,1479,1217,1163,885,630,218,263,2553,924,4874,1233,7016,14877,14332,13760,4376,3844,3159,1111,40.0,94.4,71.9,28.3,43.6,9326,40.0,9880,40.0,41001,38.917607,-84.40336,132464026.0,1040132.0,51.145,0.402,0.1803641171797308,0.0723595258308964,0.0985452633423889,0.9893765052348245,0.2555694009670254,D,,,,,,,,
7735,ZCTA5 07735,7938,4997,1808,3189,3903,1473,813,227,281,108,2068,1402,1091,344,30,62,326,1440,2222,1009,2941,1818,1366,452,1123,856,267,98760.0,126847,123125,127936,138627,129960,77674,19203,1247,899,725,1013,968,1229,1864,959,1126,1409,1404,1466,1999,1183,725,506,330,151,1624,505,3376,1476,7159,16104,15827,15255,4894,3993,2895,987,43.6,96.5,48.5,22.4,26.1,9429,39.4,9774,46.3,07735,40.450109,-74.172274,13238344.0,628946.0,5.111,0.243,0.1597637738406751,0.0723359431500172,0.0763736745245815,0.998972901656011,0.2431425470800158,D,,,,,,,,
10603,ZCTA5 10603,7277,5097,1935,3162,3924,1424,892,442,281,69,2022,1183,1160,435,258,39,358,1265,2612,862,2180,1309,1178,131,871,764,107,121450.0,147609,155792,141346,162155,183900,66685,19201,1268,1488,694,709,1128,1767,1603,1464,1075,1211,858,1217,1630,881,1025,553,341,289,2182,374,3824,1463,7746,15556,15377,14765,4719,3876,3089,1183,38.6,99.4,56.3,25.1,31.1,9571,36.1,9630,40.0,10603,41.0544,-73.779287,8503962.0,6723.0,3.283,0.003,0.2858214303571726,0.0723202213627645,0.0819384804136359,0.9993539724440792,0.288986184888266,C,,,,,"A,B,C_5mi_C2","A,B,C_10mi_C3","B,C_5mi_C2","B,C_10mi_C2"
66203,ZCTA5 66203,8087,4724,1824,2900,3536,1347,788,291,400,186,2509,936,737,361,84,97,538,1405,2267,514,3363,1677,1277,400,1686,1445,241,76590.0,90612,73026,105229,104231,88165,62619,19195,1029,1010,1050,911,1390,1773,1627,1353,1302,1136,957,1184,1243,1151,670,631,379,399,2060,588,3677,1713,8356,16017,15518,15025,4473,3852,3230,1409,38.1,98.6,56.2,26.3,29.9,9531,37.4,9664,39.2,66203,39.020426,-94.70585,16259558.0,10652.0,6.278,0.004,0.0365950543620171,0.0722730560010062,0.077074752431864,0.9987296250642848,0.2001947497161091,F,,,,,,,,
15106,ZCTA5 15106,9396,4838,1632,3206,3663,1069,823,350,352,213,2856,1014,709,167,89,3,693,1398,2342,405,4558,2640,2237,403,1918,1610,308,72112.0,96369,76136,103633,111630,107464,62917,19165,1134,1166,577,394,693,1073,1666,1758,1086,1017,1204,1157,1791,1499,1206,695,439,610,1743,276,3153,811,6670,16209,16012,15806,6240,5308,4449,1744,45.1,97.3,65.7,38.5,27.3,9452,40.5,9713,51.9,15106,40.410117,-80.11421,28913547.0,0.0,11.164,0.0,0.0117168619476991,0.0720372291922145,0.0686618175444746,0.9977110737128072,0.1887635538404011,F,,,,,,,,
6401,ZCTA5 06401,7496,4834,1848,2986,2967,1028,1336,564,531,256,1994,1251,774,596,168,51,594,1582,1697,961,2662,1448,1284,164,1214,1031,183,80953.0,93297,92350,94107,108711,114740,74541,19160,1072,1118,671,1112,1133,1604,1375,1563,1182,811,1064,1449,1477,1096,781,700,577,375,1789,658,3519,1587,7969,15931,15641,14951,5006,4441,3529,1652,39.8,90.4,58.2,29.1,29.1,9096,36.9,10064,41.6,06401,41.344249,-73.069825,15556712.0,435200.0,6.006,0.168,0.0608343472391206,0.0719979247240826,0.0781263692927876,0.9987863270633848,0.2089474663258527,F,,,,,,,,
6001,ZCTA5 06001,7759,5393,2405,2988,4805,2086,455,254,133,65,2584,988,1475,337,9,0,667,1648,2569,509,2366,1228,1129,99,1138,985,153,151033.0,198189,209132,187083,204492,222151,104236,19157,1055,1056,1364,1123,629,566,903,1040,1625,1170,1640,1498,1449,1095,836,665,425,1018,2420,835,4310,917,5886,15406,14847,14429,5488,4656,4039,2108,45.6,101.6,77.2,37.4,39.9,9653,45.0,9504,47.4,06001,41.787159,-72.852046,60375309.0,1201887.0,23.311,0.464,0.4501741695694928,0.0719743420432034,0.1025326439400578,0.9951788708338885,0.3519924515650637,A,,A_10mi_C57,,"A,B_10mi_C53",,"A,B,C_10mi_C3",,
2766,ZCTA5 02766,6558,4748,1760,2988,3700,1365,696,251,352,144,2025,1295,838,433,127,30,481,1258,2177,832,1810,1005,800,205,805,558,247,127404.0,147031,168816,136266,169099,195820,90385,19155,747,933,898,2023,1822,938,819,1480,1272,995,1192,1453,1534,1121,768,491,331,338,1831,853,3431,2992,8354,16354,15724,14033,4583,3942,3049,1160,39.8,101.4,51.1,24.1,27.1,9645,39.2,9510,40.4,02766,41.965341,-71.18178,72088057.0,3833390.0,27.833,1.48,0.3188997594404352,0.0719586202559507,0.0742704408027342,0.9942362000988532,0.2974232021109907,B,,,,"A,B_10mi_C40","A,B,C_5mi_C141","A,B,C_10mi_C37","B,C_5mi_C111","B,C_10mi_C24"
8830,ZCTA5 08830,6354,5344,2250,3094,4172,1624,840,453,332,173,1907,1295,1408,423,179,132,554,1625,2253,912,1010,491,434,57,519,426,93,112615.0,120833,118095,130137,146372,153630,90180,19151,840,1467,1016,1392,915,1245,1301,1835,1213,1223,1133,1357,1094,1135,901,440,449,195,2483,598,3921,1709,7901,15586,15230,14291,4214,3869,3120,1084,38.4,103.9,58.1,25.8,32.4,9758,38.0,9393,39.0,08830,40.570142,-74.316371,8223439.0,2713.0,3.175,0.001,0.2367372789546493,0.0719271766814451,0.0957409517132591,0.9993764864731336,0.275872241455364,C,,,,,"A,B,C_5mi_C2","A,B,C_10mi_C3","B,C_5mi_C60","B,C_10mi_C2"
33912,ZCTA5 33912,8609,5913,1411,4502,5101,996,637,380,175,35,4416,653,409,343,67,25,1962,1674,2015,262,2696,1614,1383,231,1082,685,397,101043.0,123699,129839,120000,124515,128000,-,19150,484,530,690,1130,393,632,581,645,880,1115,976,1680,1656,1618,2247,1691,1250,952,1220,775,2479,748,4261,17312,16671,16281,9414,8723,7758,3893,59.5,86.2,114.9,87.0,27.8,8865,61.1,10285,58.9,33912,26.534987,-81.825763,55139539.0,2318581.0,21.289,0.895,0.1724473185664205,0.0719193157878187,0.0589781789501358,0.9956003834889616,0.2417739358641959,D,,,,,,,,
33559,ZCTA5 33559,7036,4253,1857,2396,3331,1327,836,491,86,39,1733,1050,1041,173,71,185,254,1226,2152,621,2783,1480,967,513,1303,1023,280,78264.0,95039,97102,89474,115114,147208,87679,19147,1020,798,1464,1480,2828,1245,1316,1064,1038,1360,1643,813,987,889,643,210,156,193,2262,567,3849,3741,8971,15669,15298,13796,3078,2691,2091,559,32.1,94.6,45.0,15.8,29.1,9307,32.2,9840,32.1,33559,28.160954,-82.414663,32743488.0,745396.0,12.642,0.288,0.0458952093646005,0.0718957331069396,0.078520725615634,0.9974029650559338,0.2036091323420784,F,,,,,,,,
97031,ZCTA5 97031,7127,4564,2214,2350,3592,1516,677,508,295,190,2140,1090,749,339,220,26,466,1257,2142,699,2563,1342,1074,268,1221,867,354,86085.0,110976,125800,100000,122500,141742,48614,19145,1064,1149,1399,1535,740,1070,1323,1429,1107,1280,1333,1110,1452,1123,648,454,558,371,2548,896,4508,1379,7204,15137,14637,13788,4606,4161,3154,1383,39.7,99.2,66.7,27.5,39.3,9536,39.9,9609,39.0,97031,45.626691,-121.550386,300976725.0,11632792.0,116.208,4.491,0.0893459335433368,0.0718800113196868,0.0941635264218736,0.9758132619721998,0.2202681262264973,D,,,,,,,,
19046,ZCTA5 19046,7659,5084,2175,2909,4090,1728,661,307,333,140,2340,1142,923,406,257,16,754,1472,2288,570,2575,1542,1422,120,1033,882,151,112959.0,156286,194196,141547,169786,207234,106490,19143,913,1307,1090,1115,1143,807,862,1100,1330,981,1609,1050,1468,1312,875,682,435,1064,2397,568,3878,1690,6357,15631,15265,14506,5836,5178,4368,2181,44.3,100.2,75.7,40.1,35.6,9583,42.1,9560,47.7,19046,40.101407,-75.105519,17157327.0,0.0,6.624,0.0,0.2386484219181431,0.071864289532434,0.0924546490228726,0.998657496786018,0.2754348248026014,C,,,,,"A,B,C_5mi_C60","A,B,C_10mi_C3","B,C_5mi_C28","B,C_10mi_C25"
8015,ZCTA5 08015,7195,4905,1897,3008,3357,1057,1099,621,449,219,2249,938,1040,534,115,29,646,1642,1770,847,2290,1090,940,150,1200,819,381,78926.0,99953,96765,101932,103197,96559,103580,19143,960,946,931,1366,1331,1047,1204,788,1389,1470,1229,1246,1541,1630,892,549,316,308,1877,815,3652,1882,7125,15939,15491,14478,5236,4582,3695,1173,43.7,99.8,62.3,31.3,31.0,9560,42.5,9583,45.2,08015,39.931536,-74.54372,124071949.0,3335827.0,47.904,1.288,0.0495730484396962,0.071864289532434,0.0802734203838401,0.9900521345696872,0.2043132711609856,F,,,,,,,,
85387,ZCTA5 85387,8047,6127,1425,4702,5325,1093,508,110,294,222,4047,985,704,255,62,74,2236,1344,2141,406,1920,1002,665,337,918,664,254,95472.0,101003,103980,97475,102687,111026,83750,19140,921,950,689,572,884,973,1074,825,707,1287,1407,850,1374,1869,1963,1558,867,370,1639,452,3012,1004,5035,16405,16128,15903,8001,7524,6627,2795,52.3,96.5,101.5,69.8,31.7,9401,51.2,9739,53.2,85387,33.709498,-112.450963,141469529.0,393224.0,54.622,0.152,0.1414968027244899,0.0718407068515548,0.0595916221190079,0.9886516785772136,0.2300672607461668,D,,,,,,,,
55066,ZCTA5 55066,8282,4816,1874,2942,3675,1204,814,506,327,164,2664,896,655,440,138,23,846,1567,1800,603,3466,1618,1394,224,1848,1585,263,70529.0,91401,81890,95652,104676,110052,48117,19125,975,984,1202,1278,1077,1188,1072,1060,1273,1026,988,1355,1757,1469,839,701,290,591,2186,809,3970,1546,6948,15674,15155,14430,5647,4915,3890,1582,42.5,105.4,69.8,34.5,35.2,9815,41.2,9310,43.8,55066,44.511927,-92.539225,309764413.0,21472522.0,119.601,8.291,0.0029222709267376,0.0717227934471591,0.0792656208921216,0.9751059462260756,0.1854129317153378,F,,,,,,,,
18235,ZCTA5 18235,8010,5149,1968,3181,3929,1349,626,372,594,247,2441,1472,772,347,91,26,873,1473,1967,836,2861,1224,900,324,1637,1231,406,72626.0,91202,99621,87808,101769,114647,41186,19121,754,750,1435,1094,1139,803,949,702,1447,1117,1609,1659,1556,1383,974,600,468,682,2185,821,3760,1412,6134,15931,15361,14843,5663,5075,4107,1750,47.5,101.6,69.9,36.5,33.4,9637,45.6,9484,49.0,18235,40.829641,-75.698371,205038916.0,6786922.0,79.166,2.62,0.0145724650966405,0.0716913498726535,0.083384453597406,0.9835351570113794,0.1919842423892835,F,,,,,,,,
14468,ZCTA5 14468,6981,5427,2624,2803,4568,2049,419,253,440,322,2323,1314,1082,486,100,122,726,1447,2518,736,1554,768,680,88,786,559,227,97476.0,110208,122037,98690,122278,132663,56181,19119,1049,1087,1871,1259,916,825,1230,1613,1046,1373,905,1035,1372,1180,1134,620,282,322,2958,892,4899,1283,6889,14907,14220,13648,4910,4270,3538,1224,39.0,104.7,79.0,33.1,45.9,9778,37.3,9341,40.3,14468,43.293956,-77.802049,137383665.0,7711105.0,53.044,2.977,0.1526303216164714,0.0716756280854007,0.1121286477959863,0.9889806335572854,0.2497414275552338,D,,,,,,,,
95816,ZCTA5 95816,11085,3037,933,2104,2626,685,317,154,94,94,1866,655,411,61,44,0,319,584,1861,273,8048,4478,3438,1040,3570,2664,906,90521.0,167008,"250,000+",148636,172298,"250,000+",110341,19079,511,346,374,653,1286,2781,3382,1837,1530,988,510,984,1134,1156,849,247,221,290,720,325,1556,1614,11469,17798,17523,17054,3897,3346,2763,758,35.7,90.0,29.3,18.7,10.5,9037,36.2,10042,34.9,95816,38.571577,-121.466465,5301375.0,2502.0,2.047,0.001,0.1139907887353678,0.0713611923403452,0.0380334764700727,0.9996116329988124,0.2155208024162914,F,,,,,,,,
62305,ZCTA5 62305,7933,5472,1864,3608,4303,1346,753,308,416,210,3108,860,950,365,88,101,857,1326,2405,884,2461,1434,1325,109,1027,822,205,80918.0,96365,103750,91098,107536,120104,49094,19077,879,1227,1480,1274,809,724,955,968,1135,1175,1120,1527,1316,1168,1172,930,550,668,2707,762,4348,1321,5865,15306,14729,14120,5804,5375,4488,2148,45.7,89.9,86.3,43.8,42.5,9029,46.2,10048,45.2,62305,39.928192,-91.343933,358343015.0,20996215.0,138.357,8.107,0.0606398995538814,0.0713454705530924,0.0788274472000701,0.9711960098469692,0.2048206945915434,F,,,,,,,,
55431,ZCTA5 55431,8249,4948,1921,3027,4019,1412,675,415,254,94,2636,959,907,352,59,35,732,1009,2525,682,3301,1900,1584,316,1401,962,439,103125.0,126250,142278,113438,132205,149818,92063,19075,905,868,1030,871,1160,1416,1431,1162,1087,1019,1455,1239,1131,1114,846,882,707,752,1898,633,3436,1398,7127,16151,15639,15303,5432,5016,4301,2341,43.1,91.1,68.2,37.9,30.3,9093,40.8,9982,45.1,55431,44.824534,-93.312602,20715868.0,627257.0,7.998,0.242,0.184014178014078,0.0713297487658397,0.0813250372447638,0.998371068305271,0.252824083477315,D,,,,,,,,
1776,ZCTA5 01776,6327,5299,2712,2587,4684,2381,448,193,167,138,1999,1199,1301,577,198,25,331,1639,2611,718,1028,770,632,138,258,162,96,234634.0,"250,000+","250,000+",234102,"250,000+","250,000+",114214,19067,1336,1274,1476,1883,516,410,881,864,1312,1326,1899,1751,1162,805,754,611,332,475,2750,1351,5437,1048,5866,14565,13630,13004,4139,3680,2977,1418,43.5,94.3,79.0,27.9,51.0,9255,42.5,9812,44.3,01776,42.383367,-71.42107,62779581.0,1256904.0,24.239,0.485,0.9146319105318425,0.0712668616168286,0.1159845762860398,0.9949854169546064,0.5184177264385135,A,A_5mi_C21,A_10mi_C36,"A,B_5mi_C35","A,B_10mi_C40","A,B,C_5mi_C38","A,B,C_10mi_C37",,
98020,ZCTA5 98020,8833,5412,1635,3777,4731,1391,489,164,192,80,3144,1161,828,244,8,27,1218,1307,2461,426,3421,2291,1927,364,1130,922,208,122243.0,165441,215923,138592,182882,222478,121188,19064,891,860,775,593,524,844,966,1356,1313,1079,1469,1255,1765,1608,1076,1107,867,716,1635,448,2974,669,5596,16468,16090,15870,7139,6409,5374,2690,51.2,83.1,77.9,50.1,27.8,8652,50.8,10412,51.5,98020,47.802344,-122.374193,13416002.0,2429215.0,5.18,0.938,0.2902270593398778,0.0712432789359494,0.0687932696520901,0.998958517693004,0.2863098851057248,C,,,,,"A,B,C_5mi_C18","A,B,C_10mi_C22","B,C_5mi_C46","B,C_10mi_C55"
23430,ZCTA5 23430,7475,5272,1620,3652,4332,1292,693,256,247,72,2714,1264,927,303,55,9,909,1431,2352,580,2203,1284,1130,154,919,591,328,103580.0,120714,132300,117381,139966,141750,44188,19057,786,1145,875,1048,920,1036,1197,858,1048,1360,1457,1703,1478,1396,1012,863,532,343,2020,709,3515,1259,6107,15937,15542,15018,5624,5039,4146,1738,48.6,98.4,67.2,36.4,30.8,9450,48.5,9607,48.7,23430,37.002739,-76.653153,260416653.0,70707642.0,100.547,27.3,0.1865419979221875,0.0711882526805647,0.0681360091140128,0.9790780046483132,0.2468298532403294,D,,,,,,,,
1748,ZCTA5 01748,6633,5368,3124,2244,4755,2831,304,167,309,126,1540,1713,1645,377,79,14,258,1343,3085,682,1265,642,549,93,623,512,111,204418.0,249513,"250,000+",218750,"250,000+","250,000+",86935,19050,1163,1722,1625,1440,591,600,660,1459,1659,1724,1572,1377,1055,1084,527,480,139,173,3347,1003,5513,1028,6409,14252,13537,12969,3458,3038,2403,792,40.9,101.4,71.1,21.6,49.5,9590,41.9,9460,40.2,01748,42.224096,-71.540489,67922993.0,4220310.0,26.225,1.629,0.7467624460407674,0.07113322642518,0.1340373323985628,0.9945714089758848,0.4649904124652562,A,,A_10mi_C36,,"A,B_10mi_C40",,"A,B,C_10mi_C37",,
20895,ZCTA5 20895,6944,4808,2482,2326,4044,2117,551,230,213,135,1845,1127,1262,473,91,10,417,964,2809,618,2136,1227,1079,148,909,614,295,169527.0,222773,237964,182429,244063,"250,000+",69507,19042,1335,1480,1363,1157,686,611,911,1417,1516,1298,1554,1088,1208,954,867,622,371,604,2843,918,5096,925,6298,14568,13946,13542,4626,4106,3418,1597,41.9,100.8,80.9,32.5,48.4,9561,40.2,9481,44.4,20895,39.027048,-77.07759,10541231.0,78772.0,4.07,0.03,0.5529203264498852,0.0710703392761689,0.1059065813688546,0.9991899118805072,0.389386643305426,A,A_5mi_C10,A_10mi_C16,"A,B_5mi_C13","A,B_10mi_C17","A,B,C_5mi_C12","A,B,C_10mi_C15",,
4062,ZCTA5 04062,7842,5229,2221,3008,4325,1735,605,321,299,165,2675,1434,897,164,8,51,651,1216,2863,499,2613,1341,1072,269,1272,819,453,98946.0,114934,124258,114123,127152,133693,65828,19041,949,1246,1033,639,462,1314,1202,1630,1820,1178,1239,1425,1772,1056,697,688,304,387,2279,389,3617,712,7067,15666,15424,14987,4904,4164,3132,1379,42.0,109.6,54.9,25.5,29.4,9955,41.1,9086,45.2,04062,43.794689,-70.405329,121725516.0,7121783.0,46.998,2.75,0.1607971243965177,0.0710624783825425,0.0944702480063097,0.9902410022578652,0.2473687139558624,D,,,,,,,,
53024,ZCTA5 53024,8379,5121,2023,3098,4289,1506,449,273,383,244,2800,938,903,366,94,20,716,1151,2731,523,3258,1659,1485,174,1599,1258,341,91675.0,114783,129534,111413,128346,162794,52813,19040,809,1316,1154,1046,1024,1012,1178,1457,1135,1176,1280,1353,1106,1564,991,603,537,299,2470,782,4061,1288,6852,15499,14979,14469,5100,4629,3994,1439,42.5,104.1,73.3,36.4,37.0,9709,41.4,9331,43.2,53024,43.333619,-87.928316,70724147.0,4532178.0,27.307,1.75,0.1204020067001116,0.0710546174889161,0.0857944089036894,0.9943458517588772,0.2312418262777607,D,,,,,,,,
34223,ZCTA5 34223,10021,6224,643,5581,5426,405,571,128,227,110,5197,680,244,102,1,0,3262,1588,1246,128,3797,2217,1870,347,1580,1284,296,70155.0,83143,70142,85578,89914,86875,55313,19036,305,399,278,337,498,466,473,448,285,610,793,1080,2149,2559,2538,2374,1956,1488,677,153,1135,682,2507,18010,17901,17593,13064,12077,10915,5818,67.6,98.3,172.5,156.2,16.2,9434,68.0,9602,67.3,34223,26.982666,-82.3542,74548141.0,24848137.0,28.783,9.594,0.000844458518753,0.0710231739144106,0.0253264394005783,0.9940381600284678,0.1712038510888893,F,,,,,,,,
22039,ZCTA5 22039,5856,5412,2129,3283,5161,2029,146,73,105,27,2226,1122,1326,444,199,95,703,1328,2567,814,444,115,96,19,329,242,87,250000.0,"250,000+","250,000+","250,000+","250,000+","250,000+",91684,19034,1470,1011,1815,1190,736,653,785,853,1094,1040,1486,1247,1900,1188,1099,802,465,200,2826,722,5018,1204,5311,14548,14016,13446,5654,4887,3754,1467,44.7,112.3,85.5,36.6,48.9,10070,43.4,8964,45.7,22039,38.755963,-77.314172,60967268.0,2478915.0,23.54,0.957,1.0,0.0710074521271578,0.0904390500394356,0.995131132753764,0.5406028753503268,A,A_5mi_C10,A_10mi_C16,"A,B_5mi_C13","A,B_10mi_C17","A,B,C_5mi_C12","A,B,C_10mi_C15",,
29302,ZCTA5 29302,7597,4848,2124,2724,3460,1401,1042,478,346,245,2339,1224,862,357,42,24,757,1621,2053,417,2749,1469,1220,249,1280,1096,184,77428.0,97550,98470,96931,120833,165517,38137,19031,1456,1016,1088,1612,1327,1110,818,1376,1354,752,1262,1351,1082,1078,985,555,315,494,2104,842,4402,2097,7597,15184,14629,13690,4509,4004,3427,1364,39.3,97.4,69.9,30.6,39.3,9389,38.0,9642,40.6,29302,34.884446,-81.8436,128517452.0,1471880.0,49.621,0.568,0.0412506875114585,0.0709838694462786,0.0902199631934098,0.9896942032003692,0.2041546339563445,F,,,,,,,,
2190,ZCTA5 02190,8329,4973,2042,2931,3867,1535,724,336,382,171,2255,1110,1160,333,94,21,639,1254,2233,847,3356,2158,1747,411,1198,1003,195,99024.0,156509,152051,157938,180844,179973,-,19029,1144,1069,931,651,1040,1378,1592,1497,1073,1091,913,1597,1506,1069,951,362,664,501,2000,423,3567,1268,7231,15838,15462,15089,5053,4405,3547,1527,40.8,84.1,59.7,29.8,29.9,8692,41.7,10337,40.3,02190,42.166731,-70.952363,18414935.0,1374552.0,7.11,0.531,0.1612304649521936,0.0709681476590259,0.0866269389185873,0.9985561836552737,0.2463958014889402,D,,,,,,,,
8690,ZCTA5 08690,7771,5432,1631,3801,4302,1446,753,150,377,35,2312,1566,1266,152,100,36,803,1313,2425,891,2339,1458,1315,143,881,769,112,122665.0,145348,154141,137457,149699,165429,88413,18996,1066,747,744,850,684,890,1121,1663,1132,799,1253,1392,1888,1861,1136,542,637,591,1491,496,3053,1038,6340,16262,15943,15526,6655,5789,4767,1770,48.1,98.6,70.0,42.7,27.3,9433,45.0,9563,52.4,08690,40.224505,-74.660279,18147603.0,276385.0,7.007,0.107,0.2925715428590477,0.0707087381693551,0.0686180001752694,0.998577655368168,0.2869138359923437,C,,,,,"A,B,C_5mi_C88","A,B,C_10mi_C3","B,C_5mi_C101","B,C_10mi_C25"
